,Body type,Number of previous owners,Seats,city,kilometer driven,price,Car model,Year of car manufacture,Length,Fuel type,Width,Color,Brand Name,Insurance Validity_value,Transmission type,Engine Displacement_value(cc)
6880,Sedan,3,5.0,Jaipur,120000,300000.0,Hyundai Verna,2011,4370mm,Diesel,1700mm,Others,Hyundai,Third Party insurance,Manual,1582
6881,Sedan,1,5.0,Jaipur,120000,400000.0,Maruti Swift Dzire,2014,3995mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6882,Hatchback,1,5.0,Jaipur,30000,800000.0,Maruti Baleno,2021,3995mm,Petrol,1745mm,Others,Maruti,Third Party insurance,Manual,1197
6883,Hatchback,1,5.0,Jaipur,120000,450000.0,Maruti Swift,2014,3850mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6884,Sedan,1,5.0,Jaipur,121000,450000.0,Hyundai Elantra,2013,4530mm,Diesel,1775mm,White,Hyundai,Third Party insurance,Manual,1582
6885,Sedan,1,5.0,Jaipur,120000,500000.0,Maruti Swift Dzire,2013,3995mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6886,SUV,3,7.0,Jaipur,120000,900000.0,Mitsubishi Pajero,2013,4695 mm,Diesel,1815 mm,Others,Mitsubishi,Third Party insurance,Manual,2477
6887,Hatchback,3,5.0,Jaipur,150000,165000.0,Maruti Ritz,2011,3775mm,Petrol,1680mm,Others,Maruti,Third Party insurance,Manual,1197
6888,Sedan,1,5.0,Jaipur,60000,700000.0,Maruti Ciaz,2018,4490mm,Diesel,1730mm,Others,Maruti,Third Party insurance,Manual,1248
6889,Hatchback,4,5.0,Jaipur,60000,62000.0,Maruti Zen,2001,3535mm,Petrol,1495mm,Others,Maruti,Third Party insurance,Manual,993
6890,Hatchback,1,5.0,Jaipur,20000,550000.0,Renault KWID,2022,3731mm,Petrol,1579mm,Others,Renault,Third Party insurance,Manual,999
6891,Sedan,1,5.0,Jaipur,30000,1525000.0,Honda City,2021,4549mm,Petrol,1748mm,Others,Honda,Third Party insurance,Automatic,1498
6892,Sedan,1,5.0,Jaipur,150000,400000.0,Honda City,2014,4440mm,Diesel,1695mm,Others,Honda,Third Party insurance,Manual,1498
6893,Hatchback,2,5.0,Jaipur,150000,100000.0,Maruti Zen Estilo,2007,3600mm,Petrol,1495mm,Others,Maruti,Third Party insurance,Manual,998
6894,Hatchback,2,5.0,Jaipur,120000,220000.00000000003,Maruti Alto 800,2015,3395mm,Petrol,1490mm,Others,Maruti,Third Party insurance,Manual,796
6895,Sedan,1,5.0,Jaipur,120000,630000.0,Maruti Swift Dzire,2018,3995mm,Diesel,1735mm,Others,Maruti,Third Party insurance,Manual,1248
6896,Hatchback,2,5.0,Jaipur,90000,350000.0,Hyundai i10,2013,3585mm,Petrol,1595mm,Others,Hyundai,Third Party insurance,Manual,1197
6897,Hatchback,3,5.0,Jaipur,150000,350000.0,Maruti Swift,2012,3850mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6898,Sedan,2,5.0,Jaipur,90000,450000.0,Maruti Swift Dzire,2014,3995mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6899,Sedan,2,5.0,Jaipur,90000,450000.0,Maruti Swift Dzire,2014,3995mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6900,Hatchback,1,5.0,Jaipur,150000,200000.0,Hyundai i10,2011,3585mm,Petrol,1595mm,Others,Hyundai,Third Party insurance,Manual,1197
6901,Hatchback,2,5.0,Jaipur,120000,225000.0,Maruti Alto 800,2015,3395mm,Petrol,1490mm,Others,Maruti,Third Party insurance,Manual,796
6902,Sedan,1,5.0,Jaipur,100000,370000.0,Maruti Swift Dzire,2013,3995mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6903,Hatchback,2,5.0,Jaipur,90000,730000.0,Citroen C3,2023,3981mm,Petrol,1733mm,Others,Citroen,Third Party insurance,Manual,1199
6904,Sedan,2,5.0,Jaipur,60000,610000.0,Maruti Ciaz,2017,4490mm,Petrol,1730mm,Others,Maruti,Third Party insurance,Manual,1373
6905,Sedan,4,5.0,Jaipur,90000,670000.0,Maruti Swift Dzire,2018,3995mm,Diesel,1735mm,Others,Maruti,Third Party insurance,Manual,1248
6906,SUV,1,5.0,Jaipur,150000,4000000.0,Volvo XC60,2019,4688mm,Diesel,1902 mm,Others,Volvo,Third Party insurance,Automatic,1969
6907,SUV,1,5.0,Jaipur,150000,800000.0,Maruti SX4 S Cross,2019,4300mm,Diesel,1785mm,Others,Maruti,Third Party insurance,Manual,1248
6908,SUV,3,9.0,Jaipur,80000,700000.0,Mahindra Bolero Power Plus,2017,4440mm,Diesel,1660mm,Others,Mahindra,Third Party insurance,Manual,2523
6909,SUV,2,5.0,Jaipur,120000,400000.0,Renault Duster,2013,4315mm,Diesel,1822mm,Others,Renault,Third Party insurance,Manual,1461
6910,Hatchback,3,5.0,Jaipur,120000,150000.0,Maruti Alto,2009,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6911,Hatchback,1,5.0,Jaipur,120000,300000.0,Hyundai i10,2016,3585mm,Petrol,1595mm,Others,Hyundai,Third Party insurance,Manual,1086
6912,Sedan,1,5.0,Jaipur,70000,700000.0,Maruti Swift Dzire,2020,3995mm,Petrol,1735,Others,Maruti,Third Party insurance,Manual,1197
6913,Sedan,1,5.0,Jaipur,30000,650000.0,Hyundai Aura,2020,3995mm,Petrol,1680,Others,Hyundai,Third Party insurance,Manual,1197
6914,MUV,1,7.0,Jaipur,150000,800000.0,Mahindra Marazzo,2019,4585 mm,Diesel,1866 mm,Others,Mahindra,Third Party insurance,Manual,1497
6915,SUV,1,7.0,Jaipur,80000,800000.0,Mahindra Bolero,2017,4107mm,Diesel,1745mm,Others,Mahindra,Third Party insurance,Manual,2523
6916,Hatchback,2,5.0,Jaipur,100000,200000.0,Maruti Wagon R,2012,3595mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,998
6917,Hatchback,1,5.0,Jaipur,40000,700000.0,Tata Altroz,2020,3990mm,Petrol,1755,Others,Tata,Third Party insurance,Manual,1199
6918,Hatchback,2,5.0,Jaipur,100000,340000.0,Hyundai Grand i10,2016,3765mm,Petrol,1660mm,Others,Hyundai,Third Party insurance,Manual,1197
6919,Sedan,2,5.0,Jaipur,120000,420000.0,Maruti Swift Dzire Tour,2018,3995mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6920,MUV,2,7.0,Jaipur,150000,500000.0,Toyota Innova,2012,4580mm,Diesel,1770mm,Others,Toyota,Third Party insurance,Manual,2494
6921,Hatchback,1,5.0,Jaipur,40000,750000.0,Hyundai i20,2020,3995mm,Petrol,1775mm,Others,Hyundai,Third Party insurance,Manual,1197
6922,SUV,1,5.0,Jaipur,150000,900000.0,Maruti Vitara Brezza,2018,3995mm,Diesel,1790mm,Others,Maruti,Third Party insurance,Manual,1248
6923,Sedan,1,5.0,Jaipur,150000,730000.0,Maruti Ciaz,2019,4490 mm,Petrol,1730 mm,Others,Maruti,Third Party insurance,Automatic,1462
6924,Sedan,1,5.0,Jaipur,150000,730000.0,Maruti Ciaz,2019,4490 mm,Petrol,1730 mm,Others,Maruti,Third Party insurance,Automatic,1462
6925,Hatchback,1,5.0,Jaipur,20000,810000.0,Maruti Swift,2022,3845mm,Petrol,1735,Others,Maruti,Third Party insurance,Manual,1197
6926,Sedan,1,5.0,Jaipur,150000,500000.0,Maruti Swift Dzire,2016,3995mm,Petrol,1695mm,Others,Maruti,Third Party insurance,Manual,1197
6927,Hatchback,2,5.0,Jaipur,60000,500000.0,Hyundai Grand i10,2016,3765mm,Diesel,1660mm,Others,Hyundai,Third Party insurance,Manual,1120
6928,Sedan,1,5.0,Jaipur,60000,3200000.0,Jaguar XE,2019,4795mm,Diesel,2075mm,Others,Jaguar,Third Party insurance,Automatic,1999
6929,Hatchback,2,4.0,Jaipur,150000,150000.0,Maruti 800,2011,3335mm,Petrol,1440mm,Others,Maruti,Third Party insurance,Manual,796
6930,Hatchback,2,5.0,Jaipur,90000,250000.0,Maruti Alto K10,2014,3620mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,998
6931,Hatchback,1,5.0,Jaipur,120000,200000.0,Renault Pulse,2012,3805mm,Diesel,1665mm,Others,Renault,Third Party insurance,Manual,1461
6932,Hatchback,1,4.0,Jaipur,60000,600000.0,Maruti S-Presso,2021,3565,Cng,1520,Others,Maruti,Third Party insurance,Manual,998
6933,Sedan,1,5.0,Jaipur,120000,400000.0,Tata Zest,2014,3995mm,Petrol,1706mm,Others,Tata,Third Party insurance,Manual,1193
6934,Hatchback,2,5.0,Jaipur,90000,200000.0,Maruti Alto,2011,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6935,Sedan,5,5.0,Jaipur,30000,2000000.0,Hyundai Elantra,2021,4620mm,Diesel,1800mm,Light Orange,Hyundai,Third Party insurance,Automatic,1493
6936,Hatchback,1,5.0,Jaipur,120000,350000.0,Fiat Avventura,2015,3989mm,Diesel,1706mm,Others,Fiat,Third Party insurance,Manual,1248
6937,SUV,1,7.0,Jaipur,120000,700000.0,Mahindra XUV500,2013,4585mm,Diesel,1890mm,Others,Mahindra,Third Party insurance,Manual,2179
6938,Sedan,1,5.0,Jaipur,120000,450000.0,Honda City,2015,4440mm,Diesel,1695mm,Others,Honda,Third Party insurance,Manual,1498
6939,Sedan,1,5.0,Jaipur,120000,600000.0,Honda City,2015,4440mm,Diesel,1695mm,Others,Honda,Third Party insurance,Manual,1498
6940,Sedan,1,5.0,Jaipur,60000,400000.0,Hyundai Xcent,2014,3995mm,Petrol,1660mm,Others,Hyundai,Third Party insurance,Manual,1197
6941,Hatchback,3,5.0,Jaipur,60000,302000.0,Maruti Alto K10,2016,3545mm,Petrol,1515mm,Others,Maruti,Third Party insurance,Manual,998
6942,Sedan,1,5.0,Jaipur,20000,830000.0000000001,Hyundai Aura,2022,3995mm,Petrol,1680,Others,Hyundai,Third Party insurance,Manual,1197
6943,Sedan,1,5.0,Jaipur,150000,500000.0,Maruti Swift Dzire,2014,3995mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6944,Hatchback,2,5.0,Jaipur,120000,180000.0,Maruti Ritz,2010,3715mm,Diesel,1680mm,Others,Maruti,Third Party insurance,Manual,1248
6945,Hatchback,4,5.0,Jaipur,120000,250000.0,Ford Figo,2011,3795mm,Diesel,1680mm,Others,Ford,Third Party insurance,Manual,1399
6946,Sedan,1,5.0,Jaipur,70000,300000.0,Hyundai Accent,2011,4250mm,Petrol,1670mm,Others,Hyundai,Third Party insurance,Manual,1495
6947,Hatchback,3,5.0,Jaipur,50000,320000.0,Maruti Alto K10,2016,3545mm,Petrol,1515mm,Others,Maruti,Third Party insurance,Manual,998
6948,Sedan,1,5.0,Jaipur,120000,450000.0,Hyundai Verna,2013,4370mm,Diesel,1700mm,Others,Hyundai,Third Party insurance,Manual,1582
6949,Hatchback,2,5.0,Jaipur,150000,225000.0,Hyundai i20,2010,3940 mm,Diesel,1710 mm,Others,Hyundai,Third Party insurance,Manual,1396
6950,Hatchback,2,5.0,Jaipur,150000,225000.0,Hyundai i20,2010,3940 mm,Diesel,1710 mm,Others,Hyundai,Third Party insurance,Manual,1396
6951,Hatchback,1,5.0,Jaipur,70000,450000.0,Maruti Alto K10,2020,3545mm,Petrol,1515mm,Others,Maruti,Third Party insurance,Manual,998
6952,Hatchback,3,5.0,Jaipur,60000,320000.0,Maruti Alto K10,2016,3545mm,Petrol,1515mm,Others,Maruti,Third Party insurance,Manual,998
6953,Hatchback,1,5.0,Jaipur,50000,300000.0,Hyundai i20,2011,3940 mm,Petrol,1710 mm,Others,Hyundai,Third Party insurance,Manual,1197
6954,Hatchback,3,5.0,Jaipur,120000,200000.0,Ford Figo,2011,3795mm,Petrol,1680mm,Others,Ford,Third Party insurance,Manual,1196
6955,Sedan,1,5.0,Jaipur,150000,680000.0,Volkswagen Passat,2013,4769mm,Diesel,1820mm,Others,Volkswagen,Third Party insurance,Manual,1968
6956,Sedan,4,5.0,Jaipur,120000,350000.0,Toyota Corolla Altis,2008,4540mm,Petrol,1760mm,Others,Toyota,Third Party insurance,Manual,1798
6957,Hatchback,2,5.0,Jaipur,150000,350000.0,Volkswagen CrossPolo,2014,3987mm,Diesel,1698mm,Others,Volkswagen,Third Party insurance,Manual,1199
6958,Hatchback,1,5.0,Jaipur,150000,350000.0,Maruti Swift,2011,3850mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6959,Hatchback,2,5.0,Jaipur,150000,200000.0,Maruti Alto,2008,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6960,Sedan,1,5.0,Jaipur,80000,450000.0,Honda City,2011,4420mm,Petrol,1695mm,Others,Honda,Third Party insurance,Manual,1497
6961,Hatchback,3,5.0,Jaipur,100000,350000.0,Maruti Swift,2014,3840mm,Petrol,1735mm,Others,Maruti,Third Party insurance,Manual,1197
6962,Hatchback,1,5.0,Jaipur,120000,525000.0,Maruti Swift,2013,3850mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6963,Hatchback,2,5.0,Jaipur,60000,520000.0,Hyundai i20,2011,3940 mm,Petrol,1710 mm,Others,Hyundai,Third Party insurance,Manual,1197
6964,Hatchback,2,5.0,Jaipur,120000,450000.0,Maruti Swift,2013,3850mm,Diesel,1695mm,Others,Maruti,Third Party insurance,Manual,1248
6965,Hatchback,1,5.0,Jaipur,80000,600000.0,Fiat Avventura,2015,3989mm,Diesel,1706mm,Others,Fiat,Third Party insurance,Manual,1248
6966,Hatchback,1,5.0,Jaipur,50000,79000.0,Hyundai i10,2010,3585mm,Petrol,1595mm,Others,Hyundai,Third Party insurance,Manual,1197
6967,Sedan,1,5.0,Jaipur,10000,500000.0,Maruti Swift Dzire,2023,3995mm,Petrol,1735,Others,Maruti,Third Party insurance,Manual,1197
6968,SUV,2,4.0,Jaipur,50000,800000.0,Maruti Jimny,2023,3985mm,Petrol,1645mm,Others,Maruti,Third Party insurance,Automatic,1462
6969,Hatchback,2,5.0,Jaipur,80000,160000.0,Maruti Swift,2012,3850mm,Petrol,1695mm,Others,Maruti,Third Party insurance,Manual,1197
6970,Hatchback,2,5.0,Jaipur,90000,220000.00000000003,Renault KWID,2016,3679mm,Petrol,1579mm,Others,Renault,Third Party insurance,Automatic,999
6971,SUV,1,5.0,Jaipur,30000,700000.0,Tata Punch,2022,3827mm,Petrol,1742,Others,Tata,Third Party insurance,Manual,1199
6972,Hatchback,1,5.0,Jaipur,70000,200000.0,Maruti Alto K10,2014,3545mm,Petrol,1515mm,Others,Maruti,Third Party insurance,Manual,998
6973,Hatchback,1,5.0,Jaipur,70000,200000.0,Maruti Alto K10,2014,3545mm,Petrol,1515mm,Others,Maruti,Third Party insurance,Manual,998
6974,Sedan,2,5.0,Jaipur,100000,150000.0,Maruti Swift Dzire,2010,4160mm,Petrol,1690mm,Others,Maruti,Third Party insurance,Manual,1298
6975,MUV,1,7.0,Jaipur,70000,600000.0,Renault Triber,2020,3991mm,Petrol,1739,Others,Renault,Third Party insurance,Manual,999
6976,Hatchback,1,5.0,Jaipur,70000,130000.0,Maruti Alto,2012,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6977,Hatchback,1,5.0,Jaipur,60000,150000.0,Maruti Alto,2012,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6978,Hatchback,1,5.0,Jaipur,150000,72000.0,Maruti Wagon R,2008,3595mm,Petrol,1495mm,Others,Maruti,Third Party insurance,Manual,998
6979,Hatchback,1,5.0,Jaipur,150000,160000.0,Hyundai EON,2014,3495mm,Petrol,1550mm,Others,Hyundai,Third Party insurance,Manual,814
6980,Hatchback,2,5.0,Jaipur,120000,200000.0,Volkswagen Polo,2012,3970mm,Diesel,1682mm,Others,Volkswagen,Third Party insurance,Manual,1199
6981,Hatchback,1,5.0,Jaipur,150000,40000.0,Maruti Alto,2002,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6982,SUV,1,5.0,Jaipur,100000,350000.0,Ford Ecosport,2014,3999mm,Diesel,1765mm,Others,Ford,Third Party insurance,Manual,1498
6983,Hatchback,1,5.0,Jaipur,120000,108000.0,Chevrolet Beat,2011,3640mm,Petrol,1595mm,Others,Chevrolet,Third Party insurance,Manual,1199
6984,Hatchback,1,5.0,Jaipur,70000,105000.0,Maruti Alto,2007,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6985,SUV,1,5.0,Jaipur,20000,850000.0,Renault Kiger,2022,3991mm,Petrol,1750,Others,Renault,Third Party insurance,Manual,999
6986,Hatchback,1,5.0,Jaipur,40000,100000.0,Maruti Alto,2009,3495mm,Petrol,1475mm,Others,Maruti,Third Party insurance,Manual,796
6987,Hatchback,1,5.0,Jaipur,80000,500000.0,Maruti Baleno,2018,3995mm,Petrol,1745mm,Others,Maruti,Third Party insurance,Manual,1197
6988,Sedan,3,5.0,Kolkata,70000,975000.0,Toyota Camry,2014,4825mm,Petrol,1825mm,White,Toyota,Third Party insurance,Automatic,2494
6989,Hatchback,1,5.0,Kolkata,23981,266000.0,Datsun RediGO,2017,3429mm,Petrol,1560mm,Red,Datsun,Comprehensive,Manual,799
6990,SUV,1,5.0,Kolkata,7100,595000.0,Renault Kiger,2021,3991mm,Petrol,1750,Blue,Renault,Comprehensive,Automatic,999
6991,Hatchback,2,5.0,Kolkata,71574,223000.0,Hyundai i20,2011,3940 mm,Petrol,1710 mm,Red,Hyundai,Third Party,Manual,1197
6992,SUV,2,5.0,Kolkata,50000,1200000.0,Audi Q3,2014,4385mm,Diesel,2019mm,White,Audi,Third Party insurance,Automatic,1968
6993,Hatchback,1,5.0,Kolkata,35629,425000.0,Maruti Wagon R,2018,3655 mm,Petrol,1620 mm,Brown,Maruti,Comprehensive,Automatic,1197
6994,Hatchback,2,5.0,Kolkata,11476,596000.0,Hyundai Santro,2020,3610 mm,Petrol,1645 mm,Silver,Hyundai,Comprehensive,Automatic,1086
6995,Hatchback,1,5.0,Kolkata,31000,250000.0,Renault KWID,2018,3679mm,Petrol,1579mm,Silver,Renault,Third Party insurance,Manual,799
6996,Sedan,2,5.0,Kolkata,41005,221000.0,Maruti Swift Dzire,2011,4160mm,Petrol,1690mm,Silver,Maruti,Comprehensive,Manual,1298
6997,Hatchback,1,5.0,Kolkata,60055,208000.0,Maruti Wagon R,2010,3595mm,Petrol,1475mm,Red,Maruti,Third Party,Manual,998
6998,Hatchback,1,5.0,Kolkata,65005,311000.0,Maruti Swift,2013,3850mm,Petrol,1695mm,Grey,Maruti,Comprehensive,Manual,1197
6999,Hatchback,1,5.0,Kolkata,2657,463999.99999999994,Renault KWID,2022,3731mm,Petrol,1579mm,Red,Renault,Third Party,Manual,799
7000,Hatchback,1,5.0,Kolkata,16000,204999.99999999997,Hyundai i10,2011,3585mm,Petrol,1595mm,Grey,Hyundai,Comprehensive,Manual,1086
7001,SUV,1,5.0,Kolkata,7426,2175000.0,Tata Harrier,2023,4598mm,Diesel,1894mm,Red,Tata,Comprehensive,Automatic,1956
7002,Hatchback,1,5.0,Kolkata,27046,643000.0,Maruti Baleno,2018,3995mm,Petrol,1745mm,Silver,Maruti,Comprehensive,Automatic,1197
7003,SUV,1,7.0,Kolkata,30100,3750000.0,Toyota Fortuner,2021,4795mm,Diesel,1855mm,Black,Toyota,Third Party insurance,Automatic,2755
7004,Hatchback,1,5.0,Kolkata,9000,545000.0,Maruti Wagon R,2022,3655mm,Petrol,1620mm,Brown,Maruti,Comprehensive,Manual,998
7005,Hatchback,1,5.0,Kolkata,17000,750000.0,Hyundai i20,2022,3995mm,Petrol,1775mm,Grey,Hyundai,Third Party insurance,Manual,1197
7006,SUV,1,5.0,Kolkata,49200,1650000.0,Jeep Compass,2021,4395mm,Diesel,1818mm,Grey,Jeep,Comprehensive,Automatic,1956
7007,Hatchback,2,5.0,Kolkata,35000,225000.0,Hyundai i10,2009,3585mm,Petrol,1595mm,Red,Hyundai,Comprehensive,Manual,1086
7008,SUV,2,5.0,Kolkata,30000,5990000.0,Land Rover Range Rover Evoque,2020,4371 mm,Diesel,1996 mm,Gray,Land Rover,Third Party insurance,Automatic,1999
7009,Hatchback,1,5.0,Kolkata,54044,315000.0,Maruti Alto K10,2017,3545mm,Petrol,1515mm,Silver,Maruti,Third Party,Manual,998
7010,SUV,1,5.0,Kolkata,6500,799000.0,Tata Nexon,2021,3993,Petrol,1811,Green,Tata,Third Party insurance,Manual,1199
7011,Sedan,1,5.0,Kolkata,29159,526000.0,Maruti Ciaz,2017,4490mm,Petrol,1730mm,Red,Maruti,Zero Dep,Manual,1373
7012,SUV,2,5.0,Kolkata,30000,5990000.0,Land Rover Range Rover Evoque,2020,4371 mm,Diesel,1996 mm,Silver,Land Rover,Third Party insurance,Automatic,1999
7013,Sedan,1,5.0,Kolkata,31968,675000.0,Honda City,2016,4440mm,Petrol,1695mm,Brown,Honda,Comprehensive,Automatic,1497
7014,Hatchback,2,5.0,Kolkata,44150,612000.0,Hyundai Grand i10 Nios,2019,3805mm,Petrol,1680,Blue,Hyundai,Third Party,Manual,1197
7015,Hatchback,1,5.0,Kolkata,60000,189000.0,Hyundai i20,2010,3940 mm,Petrol,1710 mm,Others,Hyundai,Third Party insurance,Manual,1197
7016,SUV,1,5.0,Kolkata,25009,990000.0,Hyundai Creta,2018,4270mm,Petrol,1780mm,Grey,Hyundai,Comprehensive,Automatic,1591
7017,Hatchback,1,5.0,Kolkata,46469,534000.0,Maruti Swift,2020,3845mm,Petrol,1735,Silver,Maruti,Zero Dep,Manual,1197
7018,SUV,1,5.0,Kolkata,45000,800000.0,Hyundai Creta,2018,4270mm,Petrol,1780mm,White,Hyundai,Third Party insurance,Manual,1591
7019,Sedan,1,5.0,Kolkata,31577,983000.0,Hyundai Verna,2020,4440mm,Petrol,1729mm,Black,Hyundai,Third Party,Manual,1497
7020,Hatchback,1,5.0,Kolkata,56005,281000.0,Maruti Celerio,2014,3715mm,Petrol,1635mm,Red,Maruti,Comprehensive,Automatic,998
7021,Hatchback,1,5.0,Kolkata,10005,535000.0,Maruti Wagon R,2021,3655 mm,Petrol,1620 mm,Brown,Maruti,Comprehensive,Manual,998
7022,Hatchback,1,5.0,Kolkata,41163,475000.0,Hyundai Grand i10,2017,3765mm,Petrol,1660mm,Red,Hyundai,Comprehensive,Manual,1197
7023,Sedan,1,5.0,Kolkata,17839,5300000.0,Mercedes-Benz E-Class,2020,5063mm,Diesel,1860mm,Grey,Mercedes-Benz,Comprehensive,Automatic,1950
7024,Sedan,1,5.0,Kolkata,3800,695000.0,Toyota Yaris,2019,4425mm,Petrol,1730mm,Red,Toyota,Comprehensive,Manual,1496
7025,Hatchback,1,5.0,Kolkata,34124,395000.0,Maruti Wagon R,2018,3655 mm,Petrol,1620 mm,Blue,Maruti,Comprehensive,Manual,998
7026,Hatchback,2,5.0,Kolkata,50000,200000.0,Hyundai i20,2012,3940 mm,Diesel,1710 mm,Others,Hyundai,Third Party insurance,Manual,1396
7027,Sedan,1,5.0,Kolkata,48168,750000.0,Honda City,2018,4440mm,Petrol,1695mm,Maroon,Honda,Comprehensive,Manual,1497
7028,MUV,3,8.0,Kolkata,20000,975000.0,Mahindra Marazzo,2019,4585 mm,Diesel,1866 mm,Others,Mahindra,Third Party insurance,Manual,1497
7029,Sedan,1,5.0,Kolkata,56357,480000.0,Maruti Swift Dzire,2018,3995mm,Petrol,1695mm,White,Maruti,Third Party insurance,Manual,1197
7030,Sedan,1,5.0,Kolkata,60000,245000.00000000003,Maruti Swift Dzire,2010,4160mm,Petrol,1690mm,Blue,Maruti,Third Party insurance,Manual,1298
7031,Hatchback,1,5.0,Kolkata,10585,719000.0,Maruti Baleno,2022,3995mm,Petrol,1745mm,Blue,Maruti,Comprehensive,Manual,1197
7032,Sedan,2,5.0,Kolkata,50000,375000.0,Honda Civic,2012,4545mm,Petrol,1750mm,Others,Honda,Third Party insurance,Automatic,1799
7033,Sedan,1,5.0,Kolkata,60000,245000.00000000003,Maruti Swift Dzire,2010,4160mm,Petrol,1690mm,Blue,Maruti,Third Party insurance,Manual,1298
7034,SUV,1,5.0,Kolkata,17642,1214000.0,Hyundai Creta,2020,4300mm,Petrol,1790mm,White,Hyundai,Zero Dep,Manual,1497
7035,Hatchback,1,5.0,Kolkata,20000,438999.99999999994,Tata Tiago,2018,3746mm,Diesel,1647mm,Others,Tata,Third Party insurance,Manual,1047
7036,Hatchback,1,5.0,Kolkata,9157,753000.0,Hyundai Grand i10 Nios,2021,3805mm,Petrol,1680,Blue,Hyundai,Third Party,Manual,1197
7037,Sedan,2,5.0,Kolkata,65979,362000.0,Honda Amaze,2016,3990mm,Petrol,1680mm,Others,Honda,Comprehensive,Manual,1198
7038,Sedan,1,5.0,Kolkata,65000,300000.0,Skoda Rapid,2014,4386mm,Diesel,1699mm,Golden,Skoda,Third Party insurance,Manual,1598
7039,Hatchback,2,5.0,Kolkata,7940,389000.0,Datsun RediGO,2020,3429mm,Petrol,1560mm,Silver,Datsun,Comprehensive,Manual,999
7040,Hatchback,4,5.0,Kolkata,100000,114999.99999999999,Hyundai Santro Xing,2010,3565mm,Petrol,1525mm,Black,Hyundai,Third Party insurance,Manual,1086
7041,Sedan,1,5.0,Kolkata,40000,865000.0,BMW 3 Series,2011,4520mm,Diesel,1817mm,Red,BMW,Comprehensive,Automatic,1995
7042,Sedan,2,5.0,Kolkata,60000,185000.0,Fiat Linea,2011,4560mm,Petrol,1730mm,Gray,Fiat,Third Party insurance,Manual,1368
7043,Sedan,1,5.0,Kolkata,19859,3950000.0,BMW 5 Series,2019,4936mm,Diesel,2126mm,Grey,BMW,Comprehensive,Automatic,1995
7044,SUV,1,5.0,Kolkata,7405,6250000.0,Jeep Wrangler,2023,4882mm,Petrol,1894mm,White,Jeep,Comprehensive,Automatic,1998
7045,SUV,1,7.0,Kolkata,52922,620000.0,Honda BR-V,2016,4453mm,Petrol,1735mm,Silver,Honda,Comprehensive,Manual,1497
7046,SUV,1,5.0,Kolkata,60000,350000.0,Ford Ecosport,2015,3999mm,Petrol,1765mm,Red,Ford,Third Party insurance,Manual,1499
7047,Hatchback,1,5.0,Kolkata,32000,463999.99999999994,Hyundai Grand i10,2019,3765mm,Petrol,1660mm,Blue,Hyundai,Comprehensive,Manual,1197
7048,Hatchback,2,5.0,Kolkata,47739,412000.0,Honda Jazz,2017,3955mm,Petrol,1694mm,Red,Honda,Comprehensive,Manual,1199
7049,Hatchback,2,5.0,Kolkata,10717,375000.0,Maruti Alto K10,2019,3545mm,Petrol,1490mm,Silver,Maruti,Third Party,Automatic,998
7050,Sedan,1,5.0,Kolkata,41000,621000.0,Honda City,2015,4440mm,Diesel,1695mm,White,Honda,Comprehensive,Manual,1498
7051,Hatchback,2,5.0,Kolkata,17619,443000.0,Hyundai Santro,2020,3610 mm,Petrol,1645 mm,Silver,Hyundai,Comprehensive,Manual,1086
7052,Hatchback,1,5.0,Kolkata,9221,422000.0,Renault KWID,2021,3731mm,Petrol,1579mm,Red,Renault,Comprehensive,Manual,999
7053,SUV,1,5.0,Kolkata,70000,550000.0,Honda WR-V,2019,3999mm,Petrol,1734mm,Silver,Honda,Third Party,Manual,1199
7054,Hatchback,1,5.0,Kolkata,10519,545000.0,Maruti Swift,2019,3845mm,Petrol,1735,Silver,Maruti,Third Party,Manual,1197
7055,Sedan,2,5.0,Kolkata,50000,450000.0,Hyundai Verna,2014,4370mm,Petrol,1700mm,Others,Hyundai,Third Party insurance,Manual,1591
